gameid,win1,win2,win3,win4,win5,lose1,lose2,lose3,lose4,lose5
5498930759,狂暴之心,元素女皇,符文法师,探险家,曙光女神,迅捷斥候,德邦总管,解脱者,戏命师,魔法猫咪
5498842790,青钢影,岩雀,腕豪,涤魂圣枪,正义巨像,武器大师,狂野女猎手,刀锋舞者,疾风剑豪,幻翎
5497612633,影哨,元素女皇,解脱者,圣枪游侠,唤潮鲛姬,青钢影,痛苦之拥,疾风剑豪,探险家,曙光女神
5497486619,迅捷斥候,刀锋之影,解脱者,探险家,唤潮鲛姬,法外狂徒,兽灵行者,冰晶凤凰,圣枪游侠,仙灵女巫
5495907748,暗裔剑魔,狂野女猎手,刀锋舞者,探险家,星界游神,青钢影,影流之主,愁云使者,残月之肃,魂锁典狱长
5495900500,死亡颂唱者,狂战士,远古巫灵,赏金猎人,星界游神,腕豪,披甲龙龟,麦林炮手,爆破鬼才,血港鬼影
5495738998,腕豪,皎月女神,蛮族之王,赏金猎人,魔法猫咪,疾风剑豪,远古恐惧,封魔剑魂,戏命师,天启者
5495753441,冰晶凤凰,元素女皇,暗裔剑魔,残月之肃,仙灵女巫,暴怒骑士,含羞蓓蕾,暮光星灵,荣耀行刑官,魂锁典狱长
5494894814,法外狂徒,德邦总管,黑暗之女,残月之肃,魂锁典狱长,灵罗娃娃,盲僧,解脱者,荣耀行刑官,深海泰坦
5494758545,无双剑姬,时间刺客,暮光星灵,圣枪游侠,魔法猫咪,武器大师,德邦总管,愁云使者,暗夜猎手,幻翎
5494239515,暗夜猎手,元素女皇,黑暗之女,赏金猎人,蒸汽机器人,腕豪,皎月女神,卡牌大师,残月之肃,魂锁典狱长
5491632627,暗裔剑魔,影流之镰,麦林炮手,爆破鬼才,曙光女神,武器大师,影流之主,离群之刺,死亡颂唱者,血港鬼影
5491489240,天启者,元素女皇,刀锋舞者,麦林炮手,牛头酋长,青钢影,虚空掠夺者,冰晶凤凰,沙漠玫瑰,殇之木乃伊
5491079785,青钢影,破败之王,死亡颂唱者,圣枪游侠,殇之木乃伊,腕豪,狂战士,符文法师,探险家,弗雷尔卓德之心
5491102799,青钢影,德邦总管,正义巨像,赏金猎人,星界游神,腕豪,盲僧,发条魔灵,圣枪游侠,牛头酋长
5490968148,法外狂徒,恶魔小丑,解脱者,残月之肃,魂锁典狱长,蛮族之王,刀锋之影,魔蛇之拥,死亡颂唱者,星界游神
5490753446,青钢影,影流之镰,符文法师,赏金猎人,幻翎,暗裔剑魔,法外狂徒,冰晶凤凰,圣枪游侠,魔法猫咪
5490370275,武器大师,时间刺客,刀锋舞者,复仇之矛,殇之木乃伊,青钢影,影流之主,发条魔灵,爆破鬼才,冰晶凤凰
5490219941,疾风剑豪,时间刺客,符文法师,圣枪游侠,魔法猫咪,德玛西亚皇子,岩雀,封魔剑魂,探险家,唤潮鲛姬
5490222059,影流之镰,刀锋之影,不祥之刃,众星之子,涤魂圣枪,蛮族之王,狂野女猎手,愁云使者,赏金猎人,光辉女郎
5489571438,刀锋舞者,狂野女猎手,狂暴之心,戏命师,深海泰坦,未来守护者,痛苦之拥,离群之刺,赏金猎人,唤潮鲛姬
5488517872,灵罗娃娃,盲僧,解脱者,探险家,天启者,铁铠冥魂,影流之主,虚空行者,赏金猎人,琴瑟仙女
5488513025,暗裔剑魔,虚空掠夺者,解脱者,深渊巨口,琴瑟仙女,蛮族之王,德玛西亚皇子,傲之追猎者,瘟疫之源,仙灵女巫
5488461866,盲僧,战争之影,蛮族之王,瘟疫之源,魔法猫咪,暗裔剑魔,德邦总管,符文法师,复仇之矛,幻翎
5488366271,青钢影,皎月女神,疾风剑豪,赏金猎人,魔法猫咪,德玛西亚之力,永猎双子,暮光星灵,逆羽,天启者
5488301562,未来守护者,德玛西亚皇子,虚空之眼,暗夜猎手,仙灵女巫,猩红收割者,战争之影,暗黑元首,荣耀行刑官,幻翎
5488175419,远古巫灵,盲僧,迅捷斥候,赏金猎人,曙光女神,沙漠死神,狂野女猎手,狂暴之心,圣枪游侠,唤潮鲛姬
5488034079,暗裔剑魔,虚空掠夺者,爆破鬼才,圣枪游侠,瓦洛兰之盾,无双剑姬,影流之主,虚空先知,暗夜猎手,弗雷尔卓德之心
5487887897,酒桶,狂野女猎手,蛮族之王,荣耀行刑官,魂锁典狱长,暗裔剑魔,时间刺客,影流之主,探险家,殇之木乃伊
5487568792,刀锋舞者,狂野女猎手,蛮族之王,探险家,魔法猫咪,暮光之眼,战争之影,发条魔灵,逆羽,幻翎
5486400392,未来守护者,法外狂徒,解脱者,探险家,星界游神,青钢影,破败之王,暮光星灵,戏命师,天启者
5486434569,荒漠屠夫,蜘蛛女皇,元素女皇,死亡颂唱者,星界游神,暮光之眼,时间刺客,爆破鬼才,沙漠玫瑰,殇之木乃伊
5486298349,影流之主,德玛西亚皇子,岩雀,死亡颂唱者,幻翎,亡灵战神,盲僧,远古巫灵,戏命师,血港鬼影
5486230999,封魔剑魂,狂野女猎手,元素女皇,爆破鬼才,曙光女神,无双剑姬,刀锋之影,黑暗之女,探险家,魔法猫咪
5486165005,未来守护者,德玛西亚皇子,影流之主,爆破鬼才,曙光女神,诺克萨斯之手,破败之王,卡牌大师,圣枪游侠,唤潮鲛姬
5485979345,腕豪,影流之主,祖安怒兽,爆破鬼才,星界游神,暮光之眼,德邦总管,荒漠屠夫,死亡颂唱者,殇之木乃伊
5485585926,圣锤之毅,痛苦之拥,封魔剑魂,圣枪游侠,唤潮鲛姬,暗裔剑魔,德邦总管,不祥之刃,赏金猎人,曙光女神
5485534720,武器大师,战争之影,符文法师,沙漠玫瑰,深海泰坦,青钢影,时间刺客,刀锋之影,圣枪游侠,唤潮鲛姬
5485486221,时光守护者,元素女皇,不祥之刃,圣枪游侠,唤潮鲛姬,影流之镰,盲僧,岩雀,荣耀行刑官,魔法猫咪
5485379804,正义天使,元素女皇,封魔剑魂,皮城女警,星界游神,狂暴之心,狂野女猎手,蛮族之王,暗夜猎手,血港鬼影
5504310976,无双剑姬,死亡颂唱者,刀锋舞者,荣耀行刑官,殇之木乃伊,法外狂徒,破败之王,暮光星灵,复仇之矛,血港鬼影
5504166644,狂暴之心,破败之王,麦林炮手,惩戒之箭,大发明家,圣锤之毅,狂野女猎手,圣枪游侠,残月之肃,魂锁典狱长
5503771763,封魔剑魂,盲僧,皎月女神,赏金猎人,天启者,离群之刺,元素女皇,愁云使者,探险家,唤潮鲛姬
5503688551,海兽祭司,皎月女神,法外狂徒,深渊巨口,仙灵女巫,蛮族之王,元素女皇,炼金术士,圣枪游侠,幻翎
5503624859,无双剑姬,远古恐惧,不祥之刃,赏金猎人,镕铁少女,灵罗娃娃,德邦总管,诡术妖姬,荣耀行刑官,魂锁典狱长
5502868103,刀锋舞者,元素女皇,狂暴之心,圣枪游侠,唤潮鲛姬,青钢影,岩雀,虚空先知,探险家,天启者
5502021950,魔蛇之拥,圣锤之毅,影流之主,探险家,星界游神,正义天使,盲僧,诡术妖姬,残月之肃,曙光女神
5501853889,法外狂徒,刀锋之影,卡牌大师,圣枪游侠,唤潮鲛姬,德玛西亚之翼,影流之主,离群之刺,赏金猎人,天启者
5501227979,炼金术士,盲僧,封魔剑魂,赏金猎人,天启者,青钢影,祖安狂人,远古巫灵,圣枪游侠,唤潮鲛姬
5500902926,法外狂徒,痛苦之拥,封魔剑魂,圣枪游侠,唤潮鲛姬,灵罗娃娃,刀锋之影,解脱者,探险家,曙光女神
5500598713,齐天大圣,狂野女猎手,虚空行者,逆羽,天启者,未来守护者,德玛西亚皇子,时光守护者,虚空之女,深海泰坦
5500549704,时光守护者,战争之影,岩雀,死亡颂唱者,天启者,未来守护者,刀锋之影,解脱者,圣枪游侠,唤潮鲛姬
5500504618,青钢影,影流之主,正义巨像,圣枪游侠,唤潮鲛姬,祖安怒兽,元素女皇,诡术妖姬,疾风剑豪,镕铁少女
5499793163,不屈之枪,元素女皇,狂暴之心,荣耀行刑官,曙光女神,放逐之刃,德玛西亚皇子,愁云使者,赏金猎人,仙灵女巫
5499244181,灵罗娃娃,痛苦之拥,疾风剑豪,荣耀行刑官,魂锁典狱长,铁铠冥魂,法外狂徒,虚空先知,残月之肃,蒸汽机器人
5499251251,暗裔剑魔,元素女皇,卡牌大师,虚空之女,弗雷尔卓德之心,灵罗娃娃,虚空掠夺者,诺克萨斯统领,赏金猎人,曙光女神
5499088485,法外狂徒,狂野女猎手,解脱者,赏金猎人,唤潮鲛姬,探险家,虚空掠夺者,符文法师,猩红收割者,星界游神
5499034356,暗裔剑魔,刀锋之影,不祥之刃,逆羽,星界游神,荒漠屠夫,元素女皇,魔蛇之拥,寒冰射手,幻翎
5498328471,法外狂徒,傲之追猎者,岩雀,探险家,血港鬼影,暗裔剑魔,德玛西亚皇子,正义巨像,沙漠玫瑰,殇之木乃伊
5497749625,放逐之刃,元素女皇,猩红收割者,赏金猎人,镕铁少女,武器大师,狂野女猎手,众星之子,解脱者,不屈之枪
5497777348,放逐之刃,元素女皇,解脱者,探险家,魔法猫咪,暗裔剑魔,时间刺客,疾风剑豪,沙漠玫瑰,镕铁少女
5497735327,武器大师,狂野女猎手,疾风剑豪,赏金猎人,幻翎,海洋之灾,元素女皇,暗黑元首,圣枪游侠,唤潮鲛姬
5497791155,暮光之眼,德玛西亚皇子,诡术妖姬,赏金猎人,幻翎,暗裔剑魔,刀锋之影,时间刺客,战争女神,牛头酋长
5497708039,暴怒骑士,刀锋之影,虚空行者,赏金猎人,幻翎,暗裔剑魔,元素女皇,符文法师,戏命师,星界游神
5497663728,青钢影,远古恐惧,影哨,赏金猎人,曙光女神,灵罗娃娃,影流之主,岩雀,圣枪游侠,唤潮鲛姬
5497616139,解脱者,元素女皇,冰晶凤凰,戏命师,瓦洛兰之盾,刀锋舞者,破败之王,发条魔灵,圣枪游侠,唤潮鲛姬
5497440072,灵罗娃娃,元素女皇,诡术妖姬,赏金猎人,星籁歌姬,青钢影,战争之影,卡牌大师,圣枪游侠,正义巨像
5496931379,探险家,圣锤之毅,愁云使者,放逐之刃,大发明家,法外狂徒,盲僧,诡术妖姬,圣枪游侠,仙灵女巫
5496174150,腕豪,时间刺客,圣锤之毅,瘟疫之源,魂锁典狱长,武器大师,盲僧,诡术妖姬,圣枪游侠,天启者
5496202343,暗裔剑魔,痛苦之拥,麦林炮手,复仇之矛,殇之木乃伊,诺克萨斯之手,元素女皇,解脱者,圣枪游侠,弗雷尔卓德之心
5496160885,齐天大圣,元素女皇,卡牌大师,复仇焰魂,巨魔之王,诺克萨斯之手,痛苦之拥,蛮族之王,麦林炮手,曙光女神
5496137284,时光守护者,元素女皇,影流之主,戏命师,星界游神,青钢影,痛苦之拥,疾风剑豪,探险家,天启者
5496085654,荒漠屠夫,含羞蓓蕾,盲僧,寒冰射手,魂锁典狱长,法外狂徒,刀锋之影,诡术妖姬,赏金猎人,弗雷尔卓德之心
5495866973,冰晶凤凰,生化魔人,不屈之枪,圣枪游侠,魔法猫咪,封魔剑魂,雪原双子,猩红收割者,瘟疫之源,血港鬼影
5495717245,死亡颂唱者,酒桶,封魔剑魂,法外狂徒,天启者,虚空行者,德邦总管,影流之主,圣枪游侠,唤潮鲛姬
5495032536,诡术妖姬,元素女皇,德玛西亚之力,复仇焰魂,曙光女神,刀锋舞者,德玛西亚皇子,离群之刺,虚空之女,唤潮鲛姬
5494962082,腕豪,酒桶,解脱者,残月之肃,魂锁典狱长,迷失之牙,永猎双子,刀锋舞者,星籁歌姬,天启者
5494959437,法外狂徒,元素女皇,诡术妖姬,残月之肃,魂锁典狱长,腕豪,刀锋之影,卡牌大师,圣枪游侠,幻翎
5494906190,大发明家,影流之镰,解脱者,圣枪游侠,唤潮鲛姬,蛮族之王,元素女皇,熔岩巨兽,赏金猎人,殇之木乃伊
5494942983,无双剑姬,无极剑圣,诡术妖姬,探险家,血港鬼影,法外狂徒,岩雀,虚空行者,涤魂圣枪,深海泰坦
5494780081,刀锋舞者,狂战士,虚空行者,赏金猎人,涤魂圣枪,不灭狂雷,元素女皇,麦林炮手,残月之肃,正义巨像
5494188761,法外狂徒,圣锤之毅,解脱者,赏金猎人,曙光女神,不屈之枪,狂野女猎手,疾风剑豪,爆破鬼才,殇之木乃伊
5494018280,祖安狂人,战争之影,时间刺客,疾风剑豪,天启者,法外狂徒,德邦总管,黑暗之女,赏金猎人,殇之木乃伊
5493461730,腕豪,德邦总管,虚空行者,麦林炮手,深海泰坦,迷失之牙,德玛西亚皇子,不祥之刃,暴走萝莉,魂锁典狱长
5493411546,青钢影,刀锋之影,解脱者,圣枪游侠,唤潮鲛姬,无双剑姬,痛苦之拥,不祥之刃,麦林炮手,殇之木乃伊
5493395124,武器大师,盲僧,时间刺客,暴走萝莉,殇之木乃伊,刀锋舞者,影流之主,卡牌大师,圣枪游侠,堕落天使
5493373048,武器大师,德玛西亚皇子,诡术妖姬,探险家,酒桶,无双剑姬,皎月女神,正义巨像,赏金猎人,复仇焰魂
5493268389,青钢影,元素女皇,黑暗之女,赏金猎人,星籁歌姬,法外狂徒,刀锋之影,正义巨像,圣枪游侠,唤潮鲛姬
5493254809,封魔剑魂,元素女皇,魔蛇之拥,圣枪游侠,魔法猫咪,无双剑姬,永猎双子,不祥之刃,沙漠玫瑰,镕铁少女
5493126929,暮光之眼,盲僧,解脱者,荣耀行刑官,腕豪,铁铠冥魂,元素女皇,影哨,复仇之矛,镕铁少女
5493121193,青钢影,盲僧,正义天使,赏金猎人,幻翎,武器大师,元素女皇,虚空行者,圣枪游侠,血港鬼影
5492878046,灵罗娃娃,酒桶,刀锋舞者,麦林炮手,魔法猫咪,圣锤之毅,盲僧,诡术妖姬,探险家,星界游神
5492872624,迷失之牙,德邦总管,诡术妖姬,残月之肃,魂锁典狱长,蛮族之王,酒桶,法外狂徒,暴走萝莉,血港鬼影
5492573856,酒桶,盲僧,封魔剑魂,爆破鬼才,牛头酋长,炼金术士,元素女皇,诡术妖姬,赏金猎人,殇之木乃伊
5492511493,法外狂徒,元素女皇,酒桶,圣枪游侠,镕铁少女,暗裔剑魔,狂野女猎手,诡术妖姬,残月之肃,幻翎
5491836974,大发明家,死亡颂唱者,盲僧,圣枪游侠,幻翎,狂暴之心,德玛西亚皇子,腕豪,赏金猎人,仙灵女巫
5491758909,蛮族之王,雪原双子,离群之刺,虚空之女,风暴之怒,腕豪,时间刺客,暗裔剑魔,探险家,魔法猫咪
5491833886,刀锋舞者,盲僧,暮光星灵,探险家,曙光女神,魔蛇之拥,法外狂徒,封魔剑魂,圣枪游侠,仙灵女巫
5491824001,刀锋舞者,刀锋之影,诡术妖姬,圣枪游侠,仙灵女巫,武器大师,时间刺客,蛮族之王,戏命师,牛头酋长
5491791519,法外狂徒,元素女皇,时光守护者,涤魂圣枪,腕豪,狂暴之心,刀锋之影,麦林炮手,圣枪游侠,仙灵女巫
5491727401,未来守护者,狂野女猎手,正义巨像,涤魂圣枪,解脱者,蛮族之王,盲僧,卡牌大师,赏金猎人,殇之木乃伊
5491731855,法外狂徒,元素女皇,正义巨像,残月之肃,魂锁典狱长,机械公敌,盲僧,符文法师,探险家,殇之木乃伊
5491599331,武器大师,元素女皇,沙漠皇帝,远古巫灵,大发明家,未来守护者,翠神,封魔剑魂,星籁歌姬,唤潮鲛姬
5491575010,暗裔剑魔,盲僧,解脱者,赏金猎人,曙光女神,迷失之牙,元素女皇,不祥之刃,圣枪游侠,堕落天使
5491307912,巨魔之王,法外狂徒,黑暗之女,荣耀行刑官,深海泰坦,刀锋舞者,破败之王,远古巫灵,爆破鬼才,镕铁少女
5491043299,蛮族之王,德玛西亚皇子,皎月女神,探险家,魔法猫咪,无双剑姬,盲僧,虚空先知,荣耀行刑官,天启者
5490974147,暗裔剑魔,刀锋之影,解脱者,圣枪游侠,牛头酋长,腕豪,虚空掠夺者,猩红收割者,荣耀行刑官,深海泰坦
5490928880,暗裔剑魔,刀锋之影,解脱者,天启者,血港鬼影,放逐之刃,元素女皇,不祥之刃,探险家,殇之木乃伊
5490926064,法外狂徒,岩雀,影流之主,探险家,天启者,海兽祭司,破败之王,酒桶,迅捷斥候,涤魂圣枪
5490498176,圣锤之毅,元素女皇,解脱者,逆羽,弗雷尔卓德之心,不灭狂雷,远古恐惧,刀锋舞者,圣枪游侠,殇之木乃伊
5490533337,灵罗娃娃,法外狂徒,解脱者,圣枪游侠,唤潮鲛姬,河流之王,盲僧,符文法师,复仇之矛,魂锁典狱长
5490492880,暗裔剑魔,时间刺客,影流之主,戏命师,殇之木乃伊,暴怒骑士,刀锋之影,解脱者,皮城女警,堕落天使
5490420207,暗裔剑魔,刀锋之影,解脱者,麦林炮手,蒸汽机器人,仙灵女巫,影流之主,暗黑元首,虚空之女,腕豪
5490121312,暗夜猎手,法外狂徒,解脱者,涤魂圣枪,唤潮鲛姬,未来守护者,狂野女猎手,暗黑元首,圣枪游侠,魔法猫咪
5489344757,解脱者,元素女皇,卡牌大师,虚空之女,幻翎,青钢影,死亡颂唱者,蛮族之王,荣耀行刑官,曙光女神
5489238910,封魔剑魂,影流之主,解脱者,探险家,星界游神,无双剑姬,机械公敌,刀锋之影,荣耀行刑官,曙光女神
5489233232,暗裔剑魔,岩雀,不屈之枪,戏命师,曙光女神,封魔剑魂,狂野女猎手,解脱者,虚空之女,殇之木乃伊
5489127983,腕豪,岩雀,法外狂徒,圣枪游侠,瓦洛兰之盾,无双剑姬,盲僧,不祥之刃,探险家,幻翎
5488762262,含羞蓓蕾,盲僧,刀锋舞者,死亡颂唱者,殇之木乃伊,不灭狂雷,远古恐惧,元素女皇,赏金猎人,镕铁少女
5488701956,灵罗娃娃,盲僧,虚空行者,赏金猎人,曙光女神,含羞蓓蕾,死亡颂唱者,青钢影,圣枪游侠,弗雷尔卓德之心
5488648878,荒漠屠夫,破败之王,不屈之枪,复仇焰魂,仙灵女巫,暗裔剑魔,刀锋之影,死亡颂唱者,荣耀行刑官,深海泰坦
5488607721,迷失之牙,盲僧,暮光星灵,赏金猎人,机械先驱,圣锤之毅,永猎双子,诡术妖姬,荣耀行刑官,仙灵女巫
5488660790,不灭狂雷,岩雀,刀锋舞者,探险家,魔法猫咪,青钢影,战争之影,封魔剑魂,星籁歌姬,死亡颂唱者
5488557775,青钢影,影流之主,诡术妖姬,赏金猎人,殇之木乃伊,暗裔剑魔,狂野女猎手,解脱者,荣耀行刑官,德玛西亚皇子
5488217863,青钢影,死亡颂唱者,影流之主,荣耀行刑官,星界游神,放逐之刃,盲僧,虚空之眼,邪恶小法师,风暴之怒
5488243111,残月之肃,盲僧,时间刺客,圣枪游侠,唤潮鲛姬,暗裔剑魔,破败之王,诡术妖姬,暴走萝莉,蒸汽机器人
5487882182,河流之王,盲僧,爆破鬼才,戏命师,复仇焰魂,机械公敌,德玛西亚皇子,解脱者,圣枪游侠,唤潮鲛姬
5487845801,酒桶,狂野女猎手,封魔剑魂,圣枪游侠,殇之木乃伊,刀锋舞者,岩雀,赏金猎人,德玛西亚之翼,蒸汽机器人
5487777412,时光守护者,酒桶,封魔剑魂,麦林炮手,不屈之枪,无畏战车,时间刺客,蛮族之王,戏命师,曙光女神
5487651779,暗夜猎手,时间刺客,影哨,戏命师,正义巨像,含羞蓓蕾,元素女皇,诡术妖姬,赏金猎人,殇之木乃伊
5487536061,暮光之眼,破败之王,未来守护者,死亡颂唱者,不屈之枪,暗裔剑魔,岩雀,英勇投弹手,荣耀行刑官,腕豪
5487294543,暗裔剑魔,时间刺客,腕豪,戏命师,魂锁典狱长,无双剑姬,刀锋之影,解脱者,圣枪游侠,弗雷尔卓德之心
5487292413,暮光之眼,盲僧,暮光星灵,麦林炮手,魂锁典狱长,腕豪,狂野女猎手,刀锋舞者,死亡颂唱者,殇之木乃伊
5487258480,未来守护者,德邦总管,暗黑元首,暗夜猎手,复仇焰魂,无双剑姬,盲僧,暮光星灵,戏命师,腕豪
5487276369,德玛西亚之力,岩雀,刀锋舞者,圣枪游侠,唤潮鲛姬,青钢影,法外狂徒,解脱者,虚空之女,殇之木乃伊
5487264470,酒桶,法外狂徒,发条魔灵,圣枪游侠,仙灵女巫,无畏战车,死亡颂唱者,刀锋舞者,探险家,唤潮鲛姬
5487212479,腕豪,破败之王,暗黑元首,戏命师,风暴之怒,蛮族之王,狂野女猎手,酒桶,麦林炮手,殇之木乃伊
5487099796,腕豪,时间刺客,元素女皇,暴走萝莉,深海泰坦,封魔剑魂,虚空遁地兽,九尾妖狐,圣枪游侠,天启者
5487104212,暮光之眼,盲僧,诡术妖姬,暴走萝莉,时光守护者,迷失之牙,狂野女猎手,发条魔灵,圣枪游侠,唤潮鲛姬
5486563570,无畏战车,狂野女猎手,蛮族之王,探险家,解脱者,暗裔剑魔,德邦总管,卡牌大师,血港鬼影,魔法猫咪
5486185436,刀锋舞者,盲僧,符文法师,圣枪游侠,弗雷尔卓德之心,山隐之焰,皎月女神,疾风剑豪,探险家,深海泰坦
5486107119,暮光之眼,刀锋之影,狂暴之心,赏金猎人,解脱者,德玛西亚皇子,元素女皇,魔蛇之拥,寒冰射手,曙光女神
5486073756,青钢影,元素女皇,暗黑元首,沙漠玫瑰,殇之木乃伊,铁铠冥魂,影流之主,发条魔灵,探险家,深海泰坦
5485904422,沙漠皇帝,元素女皇,暮光星灵,疾风剑豪,酒桶,未来守护者,恶魔小丑,诡术妖姬,逆羽,幻翎
5485911580,青钢影,时间刺客,刀锋之影,圣枪游侠,魔法猫咪,无双剑姬,齐天大圣,元素女皇,暗夜猎手,风暴之怒
5485819303,未来守护者,刀锋之影,疾风剑豪,探险家,死亡颂唱者,刀锋舞者,岩雀,诡术妖姬,风暴之怒,涤魂圣枪
5485655634,迷失之牙,刀锋之影,愁云使者,荣耀行刑官,殇之木乃伊,万花通灵,元素女皇,发条魔灵,残月之肃,魂锁典狱长
5485693105,海洋之灾,岩雀,疾风剑豪,皮城女警,牛头酋长,祖安狂人,德玛西亚皇子,冰霜女巫,赏金猎人,殇之木乃伊
5485671864,未来守护者,盲僧,解脱者,麦林炮手,弗雷尔卓德之心,海洋之灾,虚空掠夺者,诡术妖姬,圣枪游侠,唤潮鲛姬
5485651281,暮光之眼,刀锋之影,暮光星灵,圣枪游侠,魔法猫咪,铁铠冥魂,元素女皇,沙漠皇帝,残月之肃,风暴之怒
5485617750,海洋之灾,盲僧,机械先驱,残月之肃,风暴之怒,无双剑姬,德邦总管,时间刺客,虚空之女,众星之子
5485566606,暴怒骑士,元素女皇,解脱者,爆破鬼才,魔法猫咪,刀锋舞者,皎月女神,疾风剑豪,圣枪游侠,殇之木乃伊
5485583267,暴怒骑士,岩雀,天启者,荣耀行刑官,殇之木乃伊,武器大师,元素女皇,符文法师,圣枪游侠,唤潮鲛姬
5485438953,海洋之灾,元素女皇,暗黑元首,荣耀行刑官,唤潮鲛姬,山隐之焰,狂野女猎手,蛮族之王,暴走萝莉,恶魔小丑
5485433784,无畏战车,岩雀,影哨,暗夜猎手,曙光女神,酒桶,虚空掠夺者,诡术妖姬,赏金猎人,殇之木乃伊
5485395529,暗裔剑魔,铁铠冥魂,魔蛇之拥,圣枪游侠,唤潮鲛姬,齐天大圣,时间刺客,盲僧,探险家,酒桶
5485330826,诺克萨斯之手,盲僧,符文法师,复仇之矛,血港鬼影,河流之王,狂野女猎手,刀锋舞者,探险家,死亡颂唱者
5485262933,迷失之牙,灵罗娃娃,刀锋之影,探险家,魔法猫咪,无畏战车,法外狂徒,暮光星灵,圣枪游侠,唤潮鲛姬
5506510030,青钢影,刀锋之影,影流之主,爆破鬼才,复仇焰魂,无双剑姬,战争之影,虚空之眼,死亡颂唱者,魔法猫咪
5506545471,无双剑姬,法外狂徒,影流之主,爆破鬼才,曙光女神,青钢影,盲僧,刀锋舞者,死亡颂唱者,星籁歌姬
5506511542,刀锋舞者,痛苦之拥,卡牌大师,探险家,血港鬼影,青钢影,盲僧,解脱者,死亡颂唱者,幻翎
5506495014,暗裔剑魔,影流之镰,铸星龙王,星籁歌姬,正义巨像,腕豪,傲之追猎者,发条魔灵,圣枪游侠,唤潮鲛姬
5506359982,暮光之眼,战争之影,诡术妖姬,赏金猎人,魔法猫咪,青钢影,虚空掠夺者,不祥之刃,死亡颂唱者,天启者
5506325688,刀锋舞者,狂野女猎手,法外狂徒,戏命师,血港鬼影,无畏战车,翠神,发条魔灵,残月之肃,魂锁典狱长
5506218130,未来守护者,含羞蓓蕾,刀锋舞者,暗黑元首,幻翎,无双剑姬,影流之主,解脱者,戏命师,唤潮鲛姬
5505958382,暮光之眼,刀锋之影,解脱者,麦林炮手,魔法猫咪,探险家,影流之镰,符文法师,法外狂徒,风暴之怒
5505953255,刀锋舞者,元素女皇,机械公敌,荣耀行刑官,镕铁少女,青钢影,殇之木乃伊,解脱者,探险家,魔法猫咪
5505829611,魔蛇之拥,盲僧,刀锋舞者,圣枪游侠,天启者,诡术妖姬,元素女皇,青钢影,戏命师,堕落天使
5505884031,青钢影,刀锋之影,不祥之刃,圣枪游侠,仙灵女巫,法外狂徒,元素女皇,虚空行者,探险家,唤潮鲛姬
5504997424,未来守护者,元素女皇,诡术妖姬,探险家,魔法猫咪,暮光之眼,虚空掠夺者,爆破鬼才,赏金猎人,殇之木乃伊
5504985311,青钢影,盲僧,解脱者,荣耀行刑官,堕落天使,亡灵战神,法外狂徒,元素女皇,死亡颂唱者,殇之木乃伊
5504982646,无双剑姬,破败之王,沙漠死神,复仇焰魂,唤潮鲛姬,青钢影,盲僧,虚空行者,赏金猎人,血港鬼影
5504898564,诺克萨斯之手,德玛西亚皇子,魔蛇之拥,荣耀行刑官,唤潮鲛姬,沙漠死神,影流之镰,解脱者,赏金猎人,血港鬼影
